CONTENT,CLASS,content_lowercase,content_lowercase_rn,content_tokenization,content_stopword,content_steem,content_clean
Please visit this Website: oldchat.tk,1,please visit this website: oldchat.tk,please visit this website oldchat tk,"['please', 'visit', 'this', 'website', 'oldchat', 'tk']","['please', 'visit', 'website', 'oldchat', 'tk']","['pleas', 'visit', 'websit', 'oldchat', 'tk']","['pleas', 'visit', 'websit', 'oldchat', 'tk']"
Please visit this Website: oldchat.tk,1,please visit this website: oldchat.tk,please visit this website oldchat tk,"['please', 'visit', 'this', 'website', 'oldchat', 'tk']","['please', 'visit', 'website', 'oldchat', 'tk']","['pleas', 'visit', 'websit', 'oldchat', 'tk']","['pleas', 'visit', 'websit', 'oldchat', 'tk']"
"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",1,"hello everyone my name&#39;s anderson and i&#39;m a singer. not expecting to buy subscribers with words but to gain them with my voice. i might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a huge one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. give me a chance you won&#39;t regret it if you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me thank you so much",hello everyone my name s anderson and i m a singer not e ecting to buy subscribers with words but to gain them with my voice i might not be the best but my voice is different in a good way and i ll work harder than anyone out there to get better cuz yeah i have a dream a huge one who doesn t so please take NUM minutes of your time to check out my covers give me a chance you won t regret it if you feel like subscribing that d be awesome and it d mean the world to me thank you so much,"['hello', 'everyone', 'my', 'name', 's', 'anderson', 'and', 'i', 'm', 'a', 'singer', 'not', 'e', 'ecting', 'to', 'buy', 'subscribers', 'with', 'words', 'but', 'to', 'gain', 'them', 'with', 'my', 'voice', 'i', 'might', 'not', 'be', 'the', 'best', 'but', 'my', 'voice', 'is', 'different', 'in', 'a', 'good', 'way', 'and', 'i', 'll', 'work', 'harder', 'than', 'anyone', 'out', 'there', 'to', 'get', 'better', 'cuz', 'yeah', 'i', 'have', 'a', 'dream', 'a', 'huge', 'one', 'who', 'doesn', 't', 'so', 'please', 'take', 'NUM', 'minutes', 'of', 'your', 'time', 'to', 'check', 'out', 'my', 'covers', 'give', 'me', 'a', 'chance', 'you', 'won', 't', 'regret', 'it', 'if', 'you', 'feel', 'like', 'subscribing', 'that', 'd', 'be', 'awesome', 'and', 'it', 'd', 'mean', 'the', 'world', 'to', 'me', 'thank', 'you', 'so', 'much']","['hello', 'everyone', 'name', 'anderson', 'singer', 'e', 'ecting', 'buy', 'subscribers', 'words', 'gain', 'voice', 'might', 'best', 'voice', 'different', 'good', 'way', 'work', 'harder', 'anyone', 'get', 'better', 'cuz', 'yeah', 'dream', 'huge', 'one', 'please', 'take', 'NUM', 'minutes', 'time', 'check', 'covers', 'give', 'chance', 'regret', 'feel', 'like', 'subscribing', 'awesome', 'mean', 'world', 'thank', 'much']","['hello', 'everyon', 'name', 'anderson', 'singer', 'e', 'ect', 'buy', 'subscrib', 'word', 'gain', 'voic', 'might', 'best', 'voic', 'differ', 'good', 'way', 'work', 'harder', 'anyon', 'get', 'better', 'cuz', 'yeah', 'dream', 'huge', 'one', 'pleas', 'take', 'num', 'minut', 'time', 'check', 'cover', 'give', 'chanc', 'regret', 'feel', 'like', 'subscrib', 'awesom', 'mean', 'world', 'thank', 'much']","['hello', 'everyon', 'name', 'anderson', 'singer', 'e', 'ect', 'buy', 'subscrib', 'word', 'gain', 'voic', 'might', 'best', 'voic', 'differ', 'good', 'way', 'work', 'harder', 'anyon', 'get', 'better', 'cuz', 'yeah', 'dream', 'huge', 'one', 'pleas', 'take', 'num', 'minut', 'time', 'check', 'cover', 'give', 'chanc', 'regret', 'feel', 'like', 'subscrib', 'awesom', 'mean', 'world', 'thank', 'much']"
Check Out Daneja Good Girl,1,check out daneja good girl,check out daneja good girl,"['check', 'out', 'daneja', 'good', 'girl']","['check', 'daneja', 'good', 'girl']","['check', 'daneja', 'good', 'girl']","['check', 'daneja', 'good', 'girl']"
"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1,"hello guys...i found a way to make money online you can get paid to mess around on facebook and twitter! get paid upto $25 to $35 an hour...only at 4netjobs.com work from the comfort of your home... they are currently hiring people from all over the world, for a wide range of social media jobs on sites such as facebook,twitter and youtube you don&#39;t need any prior skills or experience and you can begin work immediately! you can easily make $4000 to $5000+ monthly income…only at 4netjobs.com",hello guys i found a way to make money online you can get paid to mess around on facebook and twitter get paid upto NUM to NUM an hour only at URLwork from the comfort of your home they are currently hiring people from all over the world for a wide range of social media jobs on sites such as facebook twitter and youtube you don t need any prior skills or e erience and you can begin work immediately you can easily make NUM to NUM monthly income only at URL,"['hello', 'guys', 'i', 'found', 'a', 'way', 'to', 'make', 'money', 'online', 'you', 'can', 'get', 'paid', 'to', 'mess', 'around', 'on', 'facebook', 'and', 'twitter', 'get', 'paid', 'upto', 'NUM', 'to', 'NUM', 'an', 'hour', 'only', 'at', 'URLwork', 'from', 'the', 'comfort', 'of', 'your', 'home', 'they', 'are', 'currently', 'hiring', 'people', 'from', 'all', 'over', 'the', 'world', 'for', 'a', 'wide', 'range', 'of', 'social', 'media', 'jobs', 'on', 'sites', 'such', 'as', 'facebook', 'twitter', 'and', 'youtube', 'you', 'don', 't', 'need', 'any', 'prior', 'skills', 'or', 'e', 'erience', 'and', 'you', 'can', 'begin', 'work', 'immediately', 'you', 'can', 'easily', 'make', 'NUM', 'to', 'NUM', 'monthly', 'income', 'only', 'at', 'URL']","['hello', 'guys', 'found', 'way', 'make', 'money', 'online', 'get', 'paid', 'mess', 'around', 'facebook', 'twitter', 'get', 'paid', 'upto', 'NUM', 'NUM', 'hour', 'URLwork', 'comfort', 'home', 'currently', 'hiring', 'people', 'world', 'wide', 'range', 'social', 'media', 'jobs', 'sites', 'facebook', 'twitter', 'youtube', 'need', 'prior', 'skills', 'e', 'erience', 'begin', 'work', 'immediately', 'easily', 'make', 'NUM', 'NUM', 'monthly', 'income', 'URL']","['hello', 'guy', 'found', 'way', 'make', 'money', 'onlin', 'get', 'paid', 'mess', 'around', 'facebook', 'twitter', 'get', 'paid', 'upto', 'num', 'num', 'hour', 'urlwork', 'comfort', 'home', 'current', 'hire', 'peopl', 'world', 'wide', 'rang', 'social', 'media', 'job', 'site', 'facebook', 'twitter', 'youtub', 'need', 'prior', 'skill', 'e', 'erienc', 'begin', 'work', 'immedi', 'easili', 'make', 'num', 'num', 'month', 'incom', 'url']","['hello', 'guy', 'found', 'way', 'make', 'money', 'onlin', 'get', 'paid', 'mess', 'around', 'facebook', 'twitter', 'get', 'paid', 'upto', 'num', 'num', 'hour', 'urlwork', 'comfort', 'home', 'current', 'hire', 'peopl', 'world', 'wide', 'rang', 'social', 'media', 'job', 'site', 'facebook', 'twitter', 'youtub', 'need', 'prior', 'skill', 'e', 'erienc', 'begin', 'work', 'immedi', 'easili', 'make', 'num', 'num', 'month', 'incom', 'url']"
Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,1,subscribe to my youtube channel!! :) suscribite a mi canal de youtube -whatuknow,subscribe to my youtube channel suscribite a mi canal de youtube whatuknow,"['subscribe', 'to', 'my', 'youtube', 'channel', 'suscribite', 'a', 'mi', 'canal', 'de', 'youtube', 'whatuknow']","['subscribe', 'youtube', 'channel', 'suscribite', 'mi', 'canal', 'de', 'youtube', 'whatuknow']","['subscrib', 'youtub', 'channel', 'suscribit', 'mi', 'canal', 'de', 'youtub', 'whatuknow']","['subscrib', 'youtub', 'channel', 'suscribit', 'mi', 'canal', 'de', 'youtub', 'whatuknow']"
Check out my bass cover of hips don&#39;t lie by shakira!,1,check out my bass cover of hips don&#39;t lie by shakira!,check out my bass cover of hips don t lie by shakira,"['check', 'out', 'my', 'bass', 'cover', 'of', 'hips', 'don', 't', 'lie', 'by', 'shakira']","['check', 'bass', 'cover', 'hips', 'lie', 'shakira']","['check', 'bass', 'cover', 'hip', 'lie', 'shakira']","['check', 'bass', 'cover', 'hip', 'lie', 'shakira']"
Subscribe to my channel :)  &lt;3,1,subscribe to my channel :)  &lt;3,subscribe to my channel NUM,"['subscribe', 'to', 'my', 'channel', 'NUM']","['subscribe', 'channel', 'NUM']","['subscrib', 'channel', 'num']","['subscrib', 'channel', 'num']"
The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money,1,the britishs called that soccer but you know the true word is football and the us foot is called rugby. that works like that in euw ( germany/ netherland/ france/ portugal/ belgium/ spain/ ... ) just because the britishs don&#39;t agree to be like us because they are unique. that&#39;s the reason why they also refused to have euro (€) as money,the britishs called that soccer but you know the true word is football and the us foot is called rugby that works like that in euw germany netherland france portugal belgium spain just because the britishs don t agree to be like us because they are unique that s the reason why they also refused to have euro as money,"['the', 'britishs', 'called', 'that', 'soccer', 'but', 'you', 'know', 'the', 'true', 'word', 'is', 'football', 'and', 'the', 'us', 'foot', 'is', 'called', 'rugby', 'that', 'works', 'like', 'that', 'in', 'euw', 'germany', 'netherland', 'france', 'portugal', 'belgium', 'spain', 'just', 'because', 'the', 'britishs', 'don', 't', 'agree', 'to', 'be', 'like', 'us', 'because', 'they', 'are', 'unique', 'that', 's', 'the', 'reason', 'why', 'they', 'also', 'refused', 'to', 'have', 'euro', 'as', 'money']","['britishs', 'called', 'soccer', 'know', 'true', 'word', 'football', 'us', 'foot', 'called', 'rugby', 'works', 'like', 'euw', 'germany', 'netherland', 'france', 'portugal', 'belgium', 'spain', 'britishs', 'agree', 'like', 'us', 'unique', 'reason', 'also', 'refused', 'euro', 'money']","['british', 'call', 'soccer', 'know', 'true', 'word', 'footbal', 'us', 'foot', 'call', 'rugbi', 'work', 'like', 'euw', 'germani', 'netherland', 'franc', 'portug', 'belgium', 'spain', 'british', 'agre', 'like', 'us', 'uniqu', 'reason', 'also', 'refus', 'euro', 'money']","['british', 'call', 'soccer', 'know', 'true', 'word', 'footbal', 'us', 'foot', 'call', 'rugbi', 'work', 'like', 'euw', 'germani', 'netherland', 'franc', 'portug', 'belgium', 'spain', 'british', 'agre', 'like', 'us', 'uniqu', 'reason', 'also', 'refus', 'euro', 'money']"
subscribe now!!!!!! love the song!!!!!! love football!!!,1,subscribe now!!!!!! love the song!!!!!! love football!!!,subscribe now love the song love football,"['subscribe', 'now', 'love', 'the', 'song', 'love', 'football']","['subscribe', 'love', 'song', 'love', 'football']","['subscrib', 'love', 'song', 'love', 'footbal']","['subscrib', 'love', 'song', 'love', 'footbal']"
so beutiful,0,so beutiful,so beutiful,"['so', 'beutiful']",['beutiful'],['beuti'],['beuti']
so beutiful,0,so beutiful,so beutiful,"['so', 'beutiful']",['beutiful'],['beuti'],['beuti']
She&#39;s so pretty,0,she&#39;s so pretty,she s so pretty,"['she', 's', 'so', 'pretty']",['pretty'],['pretti'],['pretti']
I like,0,i like,i like,"['i', 'like']",['like'],['like'],['like']
She is perfect,0,she is perfect,she is perfect,"['she', 'is', 'perfect']",['perfect'],['perfect'],['perfect']
1 753 682 421 GANGNAM STYLE ^^,1,1 753 682 421 gangnam style ^^,NUM gangnam style,"['NUM', 'gangnam', 'style']","['NUM', 'gangnam', 'style']","['num', 'gangnam', 'style']","['num', 'gangnam', 'style']"
Your a fucking bitch,0,your a fucking bitch,your a fucking bitch,"['your', 'a', 'fucking', 'bitch']","['fucking', 'bitch']","['fuck', 'bitch']","['fuck', 'bitch']"
this song is racist,0,this song is racist,this song is racist,"['this', 'song', 'is', 'racist']","['song', 'racist']","['song', 'racist']","['song', 'racist']"
Where are Shakifans?,0,where are shakifans?,where are shakifans,"['where', 'are', 'shakifans']",['shakifans'],['shakifan'],['shakifan']
like!!!!!,0,like!!!!!,like,['like'],['like'],['like'],['like']
I want new song,0,i want new song,i want new song,"['i', 'want', 'new', 'song']","['want', 'new', 'song']","['want', 'new', 'song']","['want', 'new', 'song']"
Shakira is perfect,0,shakira is perfect,shakira is perfect,"['shakira', 'is', 'perfect']","['shakira', 'perfect']","['shakira', 'perfect']","['shakira', 'perfect']"
Shakira :-*,0,shakira :-*,shakira,['shakira'],['shakira'],['shakira'],['shakira']
I remember this :D,0,i remember this :d,i remember this,"['i', 'remember', 'this']",['remember'],['rememb'],['rememb']
Waka waka,0,waka waka,waka waka,"['waka', 'waka']","['waka', 'waka']","['waka', 'waka']","['waka', 'waka']"
This makes me miss the world cup,0,this makes me miss the world cup,this makes me miss the world cup,"['this', 'makes', 'me', 'miss', 'the', 'world', 'cup']","['makes', 'miss', 'world', 'cup']","['make', 'miss', 'world', 'cup']","['make', 'miss', 'world', 'cup']"
best song eva,0,best song eva,best song eva,"['best', 'song', 'eva']","['best', 'song', 'eva']","['best', 'song', 'eva']","['best', 'song', 'eva']"
I love it,0,i love it,i love it,"['i', 'love', 'it']",['love'],['love'],['love']
"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. ",1,"believe that jesus christ is your savior for all your sins. if you truly believe in jesus christ to be your savior for all your sins then you will go to heaven. if you believe in jesus christ then you are saved and you are in salvation and you have gained god’s righteousness. it matters not how much you have sinned in the past, in the present and especially in the future. believe that jesus christ is your savior and you will go to heaven forever and that is the whole truth. spread the truth. ",believe that jesus christ is your savior for all your sins if you truly believe in jesus christ to be your savior for all your sins then you will go to heaven if you believe in jesus christ then you are saved and you are in salvation and you have gained god s righteousness it matters not how much you have sinned in the past in the present and especially in the future believe that jesus christ is your savior and you will go to heaven forever and that is the whole truth spread the truth,"['believe', 'that', 'jesus', 'christ', 'is', 'your', 'savior', 'for', 'all', 'your', 'sins', 'if', 'you', 'truly', 'believe', 'in', 'jesus', 'christ', 'to', 'be', 'your', 'savior', 'for', 'all', 'your', 'sins', 'then', 'you', 'will', 'go', 'to', 'heaven', 'if', 'you', 'believe', 'in', 'jesus', 'christ', 'then', 'you', 'are', 'saved', 'and', 'you', 'are', 'in', 'salvation', 'and', 'you', 'have', 'gained', 'god', 's', 'righteousness', 'it', 'matters', 'not', 'how', 'much', 'you', 'have', 'sinned', 'in', 'the', 'past', 'in', 'the', 'present', 'and', 'especially', 'in', 'the', 'future', 'believe', 'that', 'jesus', 'christ', 'is', 'your', 'savior', 'and', 'you', 'will', 'go', 'to', 'heaven', 'forever', 'and', 'that', 'is', 'the', 'whole', 'truth', 'spread', 'the', 'truth']","['believe', 'jesus', 'christ', 'savior', 'sins', 'truly', 'believe', 'jesus', 'christ', 'savior', 'sins', 'go', 'heaven', 'believe', 'jesus', 'christ', 'saved', 'salvation', 'gained', 'god', 'righteousness', 'matters', 'much', 'sinned', 'past', 'present', 'especially', 'future', 'believe', 'jesus', 'christ', 'savior', 'go', 'heaven', 'forever', 'whole', 'truth', 'spread', 'truth']","['believ', 'jesus', 'christ', 'savior', 'sin', 'truli', 'believ', 'jesus', 'christ', 'savior', 'sin', 'go', 'heaven', 'believ', 'jesus', 'christ', 'save', 'salvat', 'gain', 'god', 'righteous', 'matter', 'much', 'sin', 'past', 'present', 'especi', 'futur', 'believ', 'jesus', 'christ', 'savior', 'go', 'heaven', 'forev', 'whole', 'truth', 'spread', 'truth']","['believ', 'jesus', 'christ', 'savior', 'sin', 'truli', 'believ', 'jesus', 'christ', 'savior', 'sin', 'go', 'heaven', 'believ', 'jesus', 'christ', 'save', 'salvat', 'gain', 'god', 'righteous', 'matter', 'much', 'sin', 'past', 'present', 'especi', 'futur', 'believ', 'jesus', 'christ', 'savior', 'go', 'heaven', 'forev', 'whole', 'truth', 'spread', 'truth']"
"  Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk ",1,"  perhaps you have seen the newest miley cyrus secret video ?   she&#39;s sucking an old man&#39;s cock ,  if you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk ",perhaps you have seen the newest miley cyrus secret video she s sucking an old man s cock if you wish to see her check out the celebrity website beneath URL,"['perhaps', 'you', 'have', 'seen', 'the', 'newest', 'miley', 'cyrus', 'secret', 'video', 'she', 's', 'sucking', 'an', 'old', 'man', 's', 'cock', 'if', 'you', 'wish', 'to', 'see', 'her', 'check', 'out', 'the', 'celebrity', 'website', 'beneath', 'URL']","['perhaps', 'seen', 'newest', 'miley', 'cyrus', 'secret', 'video', 'sucking', 'old', 'man', 'cock', 'wish', 'see', 'check', 'celebrity', 'website', 'beneath', 'URL']","['perhap', 'seen', 'newest', 'miley', 'cyrus', 'secret', 'video', 'suck', 'old', 'man', 'cock', 'wish', 'see', 'check', 'celebr', 'websit', 'beneath', 'url']","['perhap', 'seen', 'newest', 'miley', 'cyrus', 'secret', 'video', 'suck', 'old', 'man', 'cock', 'wish', 'see', 'check', 'celebr', 'websit', 'beneath', 'url']"
"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",1,"  haha , miley cyrus has done it once again  today someone leeched a porno video with her on a celeb site   i believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",haha miley cyrus has done it once again today someone leeched a porno video with her on a celeb site i believe the website link is URL in case you want to view it,"['haha', 'miley', 'cyrus', 'has', 'done', 'it', 'once', 'again', 'today', 'someone', 'leeched', 'a', 'porno', 'video', 'with', 'her', 'on', 'a', 'celeb', 'site', 'i', 'believe', 'the', 'website', 'link', 'is', 'URL', 'in', 'case', 'you', 'want', 'to', 'view', 'it']","['haha', 'miley', 'cyrus', 'done', 'today', 'someone', 'leeched', 'porno', 'video', 'celeb', 'site', 'believe', 'website', 'link', 'URL', 'case', 'want', 'view']","['haha', 'miley', 'cyrus', 'done', 'today', 'someon', 'leech', 'porno', 'video', 'celeb', 'site', 'believ', 'websit', 'link', 'url', 'case', 'want', 'view']","['haha', 'miley', 'cyrus', 'done', 'today', 'someon', 'leech', 'porno', 'video', 'celeb', 'site', 'believ', 'websit', 'link', 'url', 'case', 'want', 'view']"
" I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",1," i really can&#39;t comprehend miley cyrus , she actually is a high profile and she tapes herself banging today a video was leeched with her sucking and fucking the video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",i really can t comprehend miley cyrus she actually is a high profile and she tapes herself banging today a video was leeched with her sucking and fucking the video has been posted at the celebrity website under URL,"['i', 'really', 'can', 't', 'comprehend', 'miley', 'cyrus', 'she', 'actually', 'is', 'a', 'high', 'profile', 'and', 'she', 'tapes', 'herself', 'banging', 'today', 'a', 'video', 'was', 'leeched', 'with', 'her', 'sucking', 'and', 'fucking', 'the', 'video', 'has', 'been', 'posted', 'at', 'the', 'celebrity', 'website', 'under', 'URL']","['really', 'comprehend', 'miley', 'cyrus', 'actually', 'high', 'profile', 'tapes', 'banging', 'today', 'video', 'leeched', 'sucking', 'fucking', 'video', 'posted', 'celebrity', 'website', 'URL']","['realli', 'comprehend', 'miley', 'cyrus', 'actual', 'high', 'profil', 'tape', 'bang', 'today', 'video', 'leech', 'suck', 'fuck', 'video', 'post', 'celebr', 'websit', 'url']","['realli', 'comprehend', 'miley', 'cyrus', 'actual', 'high', 'profil', 'tape', 'bang', 'today', 'video', 'leech', 'suck', 'fuck', 'video', 'post', 'celebr', 'websit', 'url']"
her voice is so wow!,0,her voice is so wow!,her voice is so wow,"['her', 'voice', 'is', 'so', 'wow']","['voice', 'wow']","['voic', 'wow']","['voic', 'wow']"
Shakira :-*,0,shakira :-*,shakira,['shakira'],['shakira'],['shakira'],['shakira']
:),0,:),,[],[],[],[]
wow,0,wow,wow,['wow'],['wow'],['wow'],['wow']
I love you,0,i love you,i love you,"['i', 'love', 'you']",['love'],['love'],['love']
i like and love so much people all friends..... I love Shakira ^^,0,i like and love so much people all friends..... i love shakira ^^,i like and love so much people all friends i love shakira,"['i', 'like', 'and', 'love', 'so', 'much', 'people', 'all', 'friends', 'i', 'love', 'shakira']","['like', 'love', 'much', 'people', 'friends', 'love', 'shakira']","['like', 'love', 'much', 'peopl', 'friend', 'love', 'shakira']","['like', 'love', 'much', 'peopl', 'friend', 'love', 'shakira']"
:),0,:),,[],[],[],[]
Shakira I love you,0,shakira i love you,shakira i love you,"['shakira', 'i', 'love', 'you']","['shakira', 'love']","['shakira', 'love']","['shakira', 'love']"
beautiful,0,beautiful,beautiful,['beautiful'],['beautiful'],['beauti'],['beauti']
Shakira is very beautiful,0,shakira is very beautiful,shakira is very beautiful,"['shakira', 'is', 'very', 'beautiful']","['shakira', 'beautiful']","['shakira', 'beauti']","['shakira', 'beauti']"
She is good,0,she is good,she is good,"['she', 'is', 'good']",['good'],['good'],['good']
God she is so hot,0,god she is so hot,god she is so hot,"['god', 'she', 'is', 'so', 'hot']","['god', 'hot']","['god', 'hot']","['god', 'hot']"
She is perfect! &lt;3,0,she is perfect! &lt;3,she is perfect NUM,"['she', 'is', 'perfect', 'NUM']","['perfect', 'NUM']","['perfect', 'num']","['perfect', 'num']"
Wow,0,wow,wow,['wow'],['wow'],['wow'],['wow']
Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT,0,shakira voice sound spanish but that is what make the music sound amazing ♥i love it,shakira voice sound spanish but that is what make the music sound amazing i love it,"['shakira', 'voice', 'sound', 'spanish', 'but', 'that', 'is', 'what', 'make', 'the', 'music', 'sound', 'amazing', 'i', 'love', 'it']","['shakira', 'voice', 'sound', 'spanish', 'make', 'music', 'sound', 'amazing', 'love']","['shakira', 'voic', 'sound', 'spanish', 'make', 'music', 'sound', 'amaz', 'love']","['shakira', 'voic', 'sound', 'spanish', 'make', 'music', 'sound', 'amaz', 'love']"
CHECK OUT DANEJA GOOD GIRL,1,check out daneja good girl,check out daneja good girl,"['check', 'out', 'daneja', 'good', 'girl']","['check', 'daneja', 'good', 'girl']","['check', 'daneja', 'good', 'girl']","['check', 'daneja', 'good', 'girl']"
Check out my covers please!,1,check out my covers please!,check out my covers please,"['check', 'out', 'my', 'covers', 'please']","['check', 'covers', 'please']","['check', 'cover', 'pleas']","['check', 'cover', 'pleas']"
"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",1,"hey music fans i really appreciate any of you who will take the time to read this, and check my music out! i&#39;m just a 15 year old boy dreaming of being a successful musician in the music world. i do lots of covers, and piano covers. but i don&#39;t have money to advertise. a simple thumbs up to my comment, a comment on my videos or a subscription would be a step forward! it will only be a few seconds of your life that you won&#39;t regret!!! thank u to all the people who just give me a chance! :) ",hey music fans i really appreciate any of you who will take the time to read this and check my music out i m just a NUM year old boy dreaming of being a successful musician in the music world i do lots of covers and piano covers but i don t have money to advertise a simple thumbs up to my comment a comment on my videos or a subscription would be a step forward it will only be a few seconds of your life that you won t regret thank u to all the people who just give me a chance,"['hey', 'music', 'fans', 'i', 'really', 'appreciate', 'any', 'of', 'you', 'who', 'will', 'take', 'the', 'time', 'to', 'read', 'this', 'and', 'check', 'my', 'music', 'out', 'i', 'm', 'just', 'a', 'NUM', 'year', 'old', 'boy', 'dreaming', 'of', 'being', 'a', 'successful', 'musician', 'in', 'the', 'music', 'world', 'i', 'do', 'lots', 'of', 'covers', 'and', 'piano', 'covers', 'but', 'i', 'don', 't', 'have', 'money', 'to', 'advertise', 'a', 'simple', 'thumbs', 'up', 'to', 'my', 'comment', 'a', 'comment', 'on', 'my', 'videos', 'or', 'a', 'subscription', 'would', 'be', 'a', 'step', 'forward', 'it', 'will', 'only', 'be', 'a', 'few', 'seconds', 'of', 'your', 'life', 'that', 'you', 'won', 't', 'regret', 'thank', 'u', 'to', 'all', 'the', 'people', 'who', 'just', 'give', 'me', 'a', 'chance']","['hey', 'music', 'fans', 'really', 'appreciate', 'take', 'time', 'read', 'check', 'music', 'NUM', 'year', 'old', 'boy', 'dreaming', 'successful', 'musician', 'music', 'world', 'lots', 'covers', 'piano', 'covers', 'money', 'advertise', 'simple', 'thumbs', 'comment', 'comment', 'videos', 'subscription', 'would', 'step', 'forward', 'seconds', 'life', 'regret', 'thank', 'u', 'people', 'give', 'chance']","['hey', 'music', 'fan', 'realli', 'appreci', 'take', 'time', 'read', 'check', 'music', 'num', 'year', 'old', 'boy', 'dream', 'success', 'musician', 'music', 'world', 'lot', 'cover', 'piano', 'cover', 'money', 'advertis', 'simpl', 'thumb', 'comment', 'comment', 'video', 'subscript', 'would', 'step', 'forward', 'second', 'life', 'regret', 'thank', 'u', 'peopl', 'give', 'chanc']","['hey', 'music', 'fan', 'realli', 'appreci', 'take', 'time', 'read', 'check', 'music', 'num', 'year', 'old', 'boy', 'dream', 'success', 'musician', 'music', 'world', 'lot', 'cover', 'piano', 'cover', 'money', 'advertis', 'simpl', 'thumb', 'comment', 'comment', 'video', 'subscript', 'would', 'step', 'forward', 'second', 'life', 'regret', 'thank', 'u', 'peopl', 'give', 'chanc']"
